Touch Area (mm²),Pressure (force),Age Group
76,0.35,Child
265,1.41,Teen
612,3.0,Adult
323,1.75,Teen
291,1.48,Teen
496,2.59,Adult
521,2.7,Adult
105,0.47,Child
250,1.23,Teen
96,0.49,Child
250,1.19,Teen
508,2.58,Adult
604,3.03,Adult
299,1.52,Teen
491,2.55,Adult
89,0.48,Child
452,2.2,Adult
557,2.68,Adult
102,0.51,Child
555,2.73,Adult
468,2.32,Adult
537,2.74,Adult
586,3.07,Adult
122,0.64,Child
307,1.53,Teen
130,0.58,Child
595,3.09,Adult
462,2.34,Adult
261,1.27,Teen
255,1.24,Teen
506,2.61,Adult
585,2.87,Adult
473,2.27,Adult
289,1.33,Teen
309,1.58,Teen
630,3.13,Adult
286,1.3,Teen
138,0.75,Child
73,0.37,Child
128,0.69,Child
642,3.11,Adult
501,2.53,Adult
230,1.25,Teen
85,0.44,Child
99,0.51,Child
643,3.28,Adult
89,0.38,Child
303,1.39,Teen
463,2.21,Adult
619,3.16,Adult
243,1.24,Teen
559,2.66,Adult
133,0.65,Child
551,2.69,Adult
500,2.62,Adult
284,1.47,Teen
117,0.62,Child
101,0.52,Child
292,1.52,Teen
629,3.18,Adult
313,1.43,Teen
287,1.36,Teen
302,1.41,Teen
82,0.37,Child
504,2.63,Adult
128,0.62,Child
127,0.68,Child
324,1.73,Teen
105,0.58,Child
589,2.89,Adult
533,2.68,Adult
576,3.01,Adult
78,0.38,Child
507,2.63,Adult
287,1.36,Teen
314,1.49,Teen
131,0.6,Child
133,0.68,Child
641,3.15,Adult
232,1.1,Teen
311,1.54,Teen
321,1.5,Teen
474,2.26,Adult
591,3.07,Adult
265,1.23,Teen
277,1.31,Teen
232,1.17,Teen
138,0.75,Child
325,1.55,Teen
140,0.62,Child
259,1.4,Teen
564,2.85,Adult
75,0.35,Child
270,1.28,Teen
124,0.56,Child
316,1.62,Teen
480,2.3,Adult
91,0.45,Child
553,2.77,Adult
494,2.38,Adult
283,1.4,Teen
264,1.39,Teen
544,2.71,Adult
307,1.43,Teen
550,2.88,Adult
275,1.49,Teen
131,0.75,Child
551,2.84,Adult
290,1.51,Teen
529,2.68,Adult
527,2.6,Adult
604,2.99,Adult
506,2.62,Adult
263,1.3,Teen
124,0.53,Child
518,2.54,Adult
647,3.3,Adult
286,1.52,Teen
514,2.52,Adult
94,0.46,Child
246,1.16,Teen
131,0.71,Child
636,3.3,Adult
482,2.46,Adult
568,2.8,Adult
127,0.7,Child
74,0.35,Child
120,0.53,Child
308,1.47,Teen
455,2.29,Adult
614,3.1,Adult
315,1.53,Teen
464,2.41,Adult
284,1.32,Teen
646,3.3,Adult
542,2.69,Adult
311,1.68,Teen
80,0.35,Child
109,0.48,Child
258,1.4,Teen
262,1.24,Teen
273,1.44,Teen
490,2.44,Adult
321,1.49,Teen
93,0.46,Child
501,2.57,Adult
232,1.15,Teen
272,1.46,Teen
296,1.48,Teen
601,2.98,Adult
453,2.23,Adult
325,1.69,Teen
551,2.67,Adult
491,2.41,Adult
77,0.41,Child
518,2.51,Adult
465,2.26,Adult
627,2.98,Adult
629,3.13,Adult
295,1.43,Teen
109,0.59,Child
307,1.38,Teen
510,2.65,Adult
122,0.58,Child
619,3.11,Adult
561,2.86,Adult
630,3.3,Adult
244,1.23,Teen
306,1.42,Teen
300,1.48,Teen
273,1.33,Teen
77,0.35,Child
78,0.38,Child
273,1.26,Teen
77,0.37,Child
594,2.94,Adult
476,2.45,Adult
81,0.35,Child
76,0.37,Child
276,1.46,Teen
288,1.48,Teen
93,0.43,Child
77,0.39,Child
284,1.48,Teen
481,2.35,Adult
575,2.81,Adult
324,1.72,Teen
81,0.38,Child
578,2.79,Adult
286,1.32,Teen
118,0.6,Child
278,1.33,Teen
274,1.24,Teen
85,0.46,Child
473,2.39,Adult
123,0.58,Child
99,0.48,Child
93,0.44,Child
613,3.03,Adult
293,1.56,Teen
512,2.67,Adult
250,1.3,Teen
513,2.5,Adult
267,1.39,Teen
496,2.51,Adult
135,0.62,Child
107,0.59,Child
327,1.59,Teen
97,0.53,Child
105,0.49,Child
135,0.69,Child
96,0.55,Child
290,1.37,Teen
107,0.55,Child
117,0.61,Child
452,2.21,Adult
519,2.5,Adult
545,2.69,Adult
110,0.6,Child
488,2.44,Adult
249,1.37,Teen
638,3.12,Adult
296,1.48,Teen
330,1.75,Teen
322,1.75,Teen
259,1.27,Teen
251,1.2,Teen
475,2.32,Adult
313,1.58,Teen
512,2.65,Adult
118,0.63,Child
640,3.29,Adult
475,2.43,Adult
271,1.23,Teen
506,2.57,Adult
114,0.54,Child
450,2.3,Adult
107,0.57,Child
244,1.27,Teen
93,0.48,Child
75,0.37,Child
258,1.2,Teen
271,1.29,Teen
321,1.44,Teen
518,2.7,Adult
120,0.53,Child
275,1.44,Teen
284,1.43,Teen
258,1.38,Teen
326,1.73,Teen
107,0.51,Child
90,0.5,Child
257,1.27,Teen
575,2.78,Adult
289,1.58,Teen
250,1.18,Teen
565,2.72,Adult
120,0.66,Child
132,0.59,Child
308,1.49,Teen
496,2.58,Adult
117,0.63,Child
578,2.99,Adult
501,2.5,Adult
618,3.0,Adult
312,1.52,Teen
330,1.75,Teen
527,2.7,Adult
546,2.65,Adult
616,2.93,Adult
298,1.44,Teen
600,2.89,Adult
571,2.8,Adult
545,2.76,Adult
623,2.99,Adult
647,3.19,Adult
241,1.3,Teen
98,0.45,Child
262,1.44,Teen
287,1.44,Teen
303,1.62,Teen
76,0.35,Child
107,0.53,Child
232,1.24,Teen
620,3.19,Adult
117,0.53,Child
116,0.63,Child
302,1.59,Teen
102,0.47,Child
258,1.32,Teen
511,2.49,Adult
260,1.18,Teen
552,2.65,Adult
619,3.19,Adult
78,0.35,Child
108,0.48,Child
280,1.35,Teen
235,1.1,Teen
323,1.75,Teen
244,1.32,Teen
649,3.16,Adult
94,0.46,Child
327,1.75,Teen
628,3.29,Adult
515,2.5,Adult
239,1.29,Teen
85,0.38,Child
641,3.18,Adult
558,2.79,Adult
257,1.29,Teen
308,1.49,Teen
610,3.01,Adult
262,1.32,Teen
518,2.47,Adult
316,1.65,Teen
301,1.62,Teen
564,2.87,Adult
615,3.09,Adult
284,1.34,Teen
508,2.57,Adult
70,0.35,Child
71,0.39,Child
529,2.62,Adult
118,0.56,Child
540,2.61,Adult
101,0.49,Child
280,1.54,Teen
290,1.42,Teen
451,2.35,Adult
325,1.47,Teen
290,1.47,Teen
553,2.82,Adult
509,2.51,Adult
453,2.38,Adult
73,0.35,Child
274,1.43,Teen
475,2.45,Adult
92,0.4,Child
323,1.75,Teen
127,0.59,Child
315,1.43,Teen
541,2.75,Adult
282,1.28,Teen
616,3.22,Adult
310,1.57,Teen
107,0.6,Child
132,0.69,Child
311,1.64,Teen
546,2.71,Adult
523,2.56,Adult
475,2.37,Adult
564,2.86,Adult
309,1.63,Teen
302,1.66,Teen
458,2.26,Adult
111,0.54,Child
297,1.51,Teen
298,1.41,Teen
70,0.36,Child
462,2.24,Adult
467,2.37,Adult
302,1.64,Teen
506,2.55,Adult
495,2.43,Adult
91,0.5,Child
132,0.57,Child
238,1.19,Teen
616,3.08,Adult
646,3.26,Adult
612,2.99,Adult
557,2.67,Adult
509,2.55,Adult
548,2.72,Adult
233,1.22,Teen
86,0.48,Child
135,0.72,Child
127,0.68,Child
89,0.5,Child
629,3.3,Adult
135,0.74,Child
97,0.41,Child
245,1.2,Teen
86,0.48,Child
284,1.37,Teen
303,1.65,Teen
122,0.65,Child
572,2.97,Adult
617,2.99,Adult
514,2.56,Adult
311,1.6,Teen
451,2.32,Adult
81,0.41,Child
101,0.56,Child
106,0.48,Child
313,1.71,Teen
450,2.3,Adult
261,1.3,Teen
249,1.21,Teen
90,0.43,Child
537,2.8,Adult
555,2.88,Adult
610,3.18,Adult
103,0.5,Child
102,0.49,Child
114,0.53,Child
254,1.33,Teen
580,2.89,Adult
300,1.58,Teen
573,2.91,Adult
257,1.29,Teen
113,0.57,Child
112,0.52,Child
260,1.21,Teen
79,0.37,Child
131,0.64,Child
131,0.73,Child
120,0.56,Child
632,3.06,Adult
115,0.63,Child
128,0.6,Child
307,1.43,Teen
113,0.59,Child
317,1.69,Teen
278,1.39,Teen
580,2.76,Adult
326,1.71,Teen
95,0.54,Child
478,2.5,Adult
595,3.01,Adult
77,0.42,Child
268,1.42,Teen
82,0.46,Child
586,3.03,Adult
286,1.37,Teen
302,1.64,Teen
568,2.79,Adult
131,0.73,Child
73,0.39,Child
109,0.58,Child
301,1.48,Teen
642,3.16,Adult
452,2.29,Adult
253,1.26,Teen
100,0.45,Child
531,2.57,Adult
117,0.67,Child
99,0.44,Child
326,1.6,Teen
133,0.71,Child
85,0.41,Child
649,3.3,Adult
473,2.47,Adult
114,0.61,Child
639,3.04,Adult
310,1.56,Teen
317,1.64,Teen
278,1.4,Teen
82,0.44,Child
112,0.54,Child
283,1.47,Teen
301,1.44,Teen
129,0.69,Child
137,0.6,Child
598,2.98,Adult
305,1.52,Teen
278,1.31,Teen
316,1.59,Teen
134,0.75,Child
301,1.63,Teen
543,2.68,Adult
300,1.39,Teen
594,2.84,Adult
519,2.65,Adult
70,0.35,Child
493,2.57,Adult
576,2.82,Adult
230,1.1,Teen
312,1.65,Teen
71,0.35,Child
256,1.32,Teen
114,0.49,Child
645,3.24,Adult
452,2.2,Adult
318,1.64,Teen
94,0.45,Child
311,1.51,Teen
108,0.58,Child
81,0.36,Child
317,1.46,Teen
234,1.22,Teen
546,2.6,Adult
268,1.39,Teen
572,2.75,Adult
78,0.36,Child
138,0.67,Child
272,1.28,Teen
328,1.54,Teen
601,2.96,Adult
481,2.29,Adult
483,2.51,Adult
284,1.5,Teen
234,1.2,Teen
90,0.51,Child
254,1.31,Teen
112,0.56,Child
604,3.01,Adult
628,3.08,Adult
330,1.53,Teen
135,0.75,Child
545,2.85,Adult
288,1.52,Teen
290,1.59,Teen
121,0.65,Child
482,2.45,Adult
594,3.09,Adult
281,1.5,Teen
648,3.3,Adult
238,1.26,Teen
246,1.24,Teen
583,3.02,Adult
315,1.58,Teen
109,0.5,Child
136,0.75,Child
96,0.5,Child
650,3.3,Adult
133,0.72,Child
127,0.71,Child
125,0.62,Child
260,1.29,Teen
554,2.75,Adult
263,1.19,Teen
126,0.57,Child
592,2.99,Adult
573,2.76,Adult
476,2.36,Adult
285,1.51,Teen
551,2.68,Adult
99,0.46,Child
104,0.53,Child
456,2.23,Adult
132,0.75,Child
113,0.64,Child
625,3.22,Adult
535,2.78,Adult
457,2.34,Adult
262,1.27,Teen
107,0.51,Child
248,1.24,Teen
90,0.51,Child
539,2.71,Adult
108,0.6,Child
600,3.15,Adult
576,2.75,Adult
259,1.3,Teen
321,1.53,Teen
102,0.5,Child
495,2.37,Adult
133,0.57,Child
239,1.1,Teen
73,0.4,Child
259,1.19,Teen
296,1.52,Teen
285,1.42,Teen
636,3.03,Adult
123,0.55,Child
279,1.53,Teen
117,0.64,Child
80,0.44,Child
308,1.63,Teen
495,2.46,Adult
278,1.32,Teen
288,1.54,Teen
234,1.22,Teen
307,1.58,Teen
521,2.62,Adult
250,1.21,Teen
274,1.42,Teen
80,0.38,Child
249,1.33,Teen
310,1.61,Teen
542,2.7,Adult
319,1.6,Teen
94,0.47,Child
316,1.69,Teen
315,1.62,Teen
535,2.79,Adult
139,0.75,Child
78,0.44,Child
263,1.22,Teen
83,0.35,Child
553,2.65,Adult
287,1.55,Teen
239,1.25,Teen
298,1.43,Teen
239,1.25,Teen
264,1.28,Teen
501,2.5,Adult
620,3.04,Adult
606,3.08,Adult
234,1.28,Teen
107,0.61,Child
88,0.44,Child
94,0.52,Child
125,0.62,Child
239,1.16,Teen
511,2.53,Adult
90,0.42,Child
259,1.2,Teen
269,1.4,Teen
553,2.79,Adult
524,2.6,Adult
116,0.53,Child
647,3.23,Adult
125,0.56,Child
322,1.67,Teen
123,0.68,Child
612,2.99,Adult
97,0.51,Child
462,2.32,Adult
517,2.56,Adult
555,2.79,Adult
303,1.39,Teen
616,3.03,Adult
235,1.25,Teen
475,2.45,Adult
637,3.23,Adult
632,3.23,Adult
88,0.47,Child
324,1.56,Teen
76,0.38,Child
120,0.57,Child
584,2.81,Adult
272,1.28,Teen
648,3.13,Adult
515,2.49,Adult
512,2.54,Adult
504,2.59,Adult
587,2.82,Adult
314,1.73,Teen
97,0.49,Child
72,0.35,Child
608,3.12,Adult
90,0.47,Child
329,1.75,Teen
238,1.31,Teen
120,0.68,Child
139,0.7,Child
638,3.13,Adult
567,2.82,Adult
649,3.3,Adult
270,1.36,Teen
500,2.57,Adult
115,0.61,Child
474,2.4,Adult
104,0.57,Child
320,1.53,Teen
289,1.37,Teen
565,2.83,Adult
125,0.7,Child
558,2.66,Adult
533,2.64,Adult
231,1.25,Teen
134,0.71,Child
266,1.46,Teen
99,0.46,Child
451,2.27,Adult
471,2.25,Adult
121,0.53,Child
252,1.33,Teen
459,2.32,Adult
577,2.82,Adult
135,0.7,Child
534,2.57,Adult
501,2.4,Adult
279,1.41,Teen
584,2.93,Adult
529,2.51,Adult
275,1.33,Teen
139,0.75,Child
271,1.35,Teen
104,0.5,Child
119,0.65,Child
77,0.35,Child
140,0.75,Child
114,0.5,Child
138,0.62,Child
537,2.77,Adult
315,1.46,Teen
270,1.34,Teen
127,0.54,Child
468,2.35,Adult
95,0.41,Child
102,0.53,Child
330,1.55,Teen
484,2.42,Adult
580,3.0,Adult
88,0.48,Child
455,2.2,Adult
605,3.11,Adult
126,0.66,Child
90,0.43,Child
279,1.42,Teen
268,1.22,Teen
92,0.42,Child
134,0.74,Child
326,1.75,Teen
111,0.48,Child
318,1.7,Teen
111,0.49,Child
598,2.93,Adult
249,1.34,Teen
136,0.74,Child
579,3.02,Adult
562,2.7,Adult
231,1.2,Teen
91,0.48,Child
290,1.49,Teen
231,1.1,Teen
87,0.44,Child
83,0.45,Child
87,0.42,Child
511,2.46,Adult
75,0.41,Child
297,1.48,Teen
589,2.92,Adult
565,2.72,Adult
121,0.65,Child
627,3.02,Adult
524,2.69,Adult
580,2.97,Adult
508,2.62,Adult
294,1.57,Teen
93,0.47,Child
101,0.54,Child
521,2.54,Adult
266,1.27,Teen
592,2.98,Adult
111,0.62,Child
116,0.63,Child
591,3.08,Adult
112,0.48,Child
102,0.51,Child
575,2.74,Adult
305,1.41,Teen
580,3.03,Adult
556,2.7,Adult
476,2.48,Adult
231,1.1,Teen
125,0.69,Child
254,1.27,Teen
86,0.39,Child
557,2.85,Adult
80,0.43,Child
242,1.1,Teen
116,0.53,Child
317,1.6,Teen
611,2.98,Adult
128,0.67,Child
636,3.28,Adult
599,2.88,Adult
329,1.51,Teen
129,0.72,Child
101,0.48,Child
566,2.79,Adult
106,0.48,Child
109,0.57,Child
98,0.51,Child
505,2.55,Adult
231,1.12,Teen
109,0.55,Child
600,3.14,Adult
76,0.36,Child
467,2.3,Adult
251,1.3,Teen
329,1.49,Teen
505,2.58,Adult
267,1.24,Teen
259,1.27,Teen
100,0.56,Child
74,0.38,Child
122,0.62,Child
91,0.5,Child
481,2.45,Adult
452,2.2,Adult
465,2.23,Adult
276,1.46,Teen
602,3.11,Adult
119,0.59,Child
593,3.08,Adult
95,0.52,Child
593,2.92,Adult
572,2.83,Adult
243,1.12,Teen
86,0.43,Child
139,0.63,Child
472,2.4,Adult
312,1.41,Teen
120,0.69,Child
238,1.26,Teen
615,3.03,Adult
81,0.39,Child
275,1.41,Teen
472,2.38,Adult
621,3.0,Adult
513,2.55,Adult
127,0.59,Child
301,1.62,Teen
495,2.48,Adult
486,2.46,Adult
303,1.59,Teen
112,0.62,Child
71,0.36,Child
587,2.86,Adult
298,1.42,Teen
307,1.51,Teen
250,1.23,Teen
137,0.75,Child
316,1.55,Teen
326,1.72,Teen
242,1.16,Teen
135,0.71,Child
304,1.64,Teen
300,1.36,Teen
241,1.1,Teen
76,0.39,Child
273,1.27,Teen
560,2.93,Adult
300,1.5,Teen
623,3.25,Adult
89,0.48,Child
297,1.52,Teen
627,3.25,Adult
80,0.36,Child
250,1.13,Teen
294,1.43,Teen
129,0.68,Child
112,0.5,Child
76,0.41,Child
108,0.56,Child
298,1.44,Teen
285,1.36,Teen
98,0.52,Child
273,1.32,Teen
70,0.35,Child
646,3.29,Adult
576,2.81,Adult
84,0.41,Child
621,3.01,Adult
140,0.66,Child
595,2.95,Adult
588,2.99,Adult
80,0.35,Child
109,0.61,Child
610,3.03,Adult
101,0.44,Child
88,0.38,Child
618,2.96,Adult
493,2.51,Adult
122,0.68,Child
293,1.48,Teen
543,2.58,Adult
523,2.58,Adult
633,3.04,Adult
264,1.44,Teen
230,1.18,Teen
284,1.52,Teen
92,0.4,Child
274,1.27,Teen
585,2.99,Adult
615,3.09,Adult
581,2.82,Adult
313,1.66,Teen
622,3.01,Adult
524,2.52,Adult
282,1.35,Teen
292,1.6,Teen
108,0.47,Child
260,1.21,Teen
307,1.38,Teen
468,2.39,Adult
123,0.7,Child
598,2.85,Adult
110,0.51,Child
643,3.1,Adult
541,2.59,Adult
621,3.23,Adult
127,0.7,Child
525,2.61,Adult
463,2.28,Adult
137,0.73,Child
571,2.91,Adult
537,2.59,Adult
296,1.5,Teen
130,0.65,Child
572,2.86,Adult
75,0.35,Child
103,0.51,Child
97,0.45,Child
322,1.59,Teen
256,1.4,Teen
611,3.11,Adult
624,3.06,Adult
573,2.83,Adult
592,2.86,Adult
243,1.11,Teen
456,2.3,Adult
138,0.7,Child
501,2.6,Adult
266,1.35,Teen
293,1.59,Teen
567,2.96,Adult
74,0.41,Child
452,2.2,Adult
122,0.56,Child
522,2.6,Adult
121,0.56,Child
592,3.06,Adult
325,1.65,Teen
77,0.43,Child
279,1.44,Teen
135,0.6,Child
512,2.69,Adult
272,1.27,Teen
91,0.49,Child
133,0.71,Child
243,1.32,Teen
562,2.94,Adult
585,2.92,Adult
140,0.74,Child
117,0.66,Child
606,3.18,Adult
255,1.15,Teen
130,0.61,Child
520,2.67,Adult
232,1.11,Teen
624,3.04,Adult
567,2.93,Adult
644,3.3,Adult
297,1.62,Teen
123,0.61,Child
585,3.01,Adult
500,2.55,Adult
86,0.39,Child
136,0.71,Child
277,1.44,Teen
618,3.2,Adult
91,0.4,Child
455,2.21,Adult
465,2.22,Adult
310,1.7,Teen
314,1.64,Teen
90,0.4,Child
315,1.65,Teen
591,2.81,Adult
536,2.64,Adult
71,0.39,Child
84,0.45,Child
98,0.47,Child
72,0.39,Child
507,2.54,Adult
554,2.72,Adult
306,1.53,Teen
620,3.2,Adult
624,3.1,Adult
129,0.56,Child
325,1.54,Teen
523,2.7,Adult
557,2.78,Adult
466,2.24,Adult
240,1.11,Teen
79,0.39,Child
126,0.57,Child
624,3.12,Adult
543,2.64,Adult
603,2.91,Adult
477,2.37,Adult
517,2.59,Adult
474,2.28,Adult
563,2.7,Adult
642,3.15,Adult
116,0.67,Child
288,1.36,Teen
73,0.35,Child
635,3.16,Adult
107,0.58,Child
607,2.96,Adult
589,2.96,Adult
78,0.37,Child
491,2.34,Adult
254,1.3,Teen
88,0.46,Child
256,1.31,Teen
72,0.39,Child
472,2.39,Adult
119,0.64,Child
293,1.44,Teen
99,0.45,Child
465,2.3,Adult
310,1.47,Teen
304,1.5,Teen
472,2.34,Adult
606,3.01,Adult
259,1.35,Teen
293,1.37,Teen
319,1.59,Teen
137,0.74,Child
257,1.22,Teen
644,3.19,Adult
74,0.36,Child
310,1.57,Teen
134,0.63,Child
499,2.59,Adult
456,2.28,Adult
87,0.42,Child
564,2.9,Adult
105,0.47,Child
516,2.65,Adult
236,1.1,Teen
291,1.48,Teen
640,3.21,Adult
488,2.52,Adult
107,0.51,Child
456,2.25,Adult
139,0.69,Child
642,3.3,Adult
300,1.53,Teen
619,3.08,Adult
139,0.75,Child
284,1.54,Teen
261,1.39,Teen
319,1.44,Teen
490,2.36,Adult
515,2.48,Adult
88,0.47,Child
479,2.33,Adult
117,0.57,Child
254,1.21,Teen
140,0.73,Child
568,2.92,Adult
637,3.1,Adult
475,2.43,Adult
248,1.15,Teen
570,2.95,Adult
87,0.47,Child
297,1.36,Teen
90,0.39,Child
288,1.41,Teen
73,0.37,Child
262,1.35,Teen
255,1.18,Teen
140,0.72,Child
243,1.3,Teen
265,1.4,Teen
127,0.72,Child
81,0.4,Child
85,0.48,Child
452,2.35,Adult
538,2.81,Adult
262,1.41,Teen
77,0.42,Child
315,1.45,Teen
96,0.47,Child
465,2.36,Adult
131,0.69,Child
478,2.46,Adult
637,3.3,Adult
477,2.48,Adult
644,3.3,Adult
94,0.47,Child
115,0.6,Child
563,2.75,Adult
328,1.74,Teen
89,0.42,Child
138,0.73,Child
293,1.49,Teen
634,3.07,Adult
95,0.42,Child
240,1.11,Teen
542,2.84,Adult
315,1.51,Teen
274,1.31,Teen
480,2.33,Adult
112,0.6,Child
627,3.28,Adult
82,0.44,Child
246,1.15,Teen
282,1.38,Teen
235,1.1,Teen
253,1.38,Teen
541,2.6,Adult
471,2.28,Adult
456,2.39,Adult
578,2.98,Adult
631,3.15,Adult
511,2.67,Adult
280,1.27,Teen
593,3.05,Adult
130,0.73,Child
84,0.44,Child
624,3.12,Adult
270,1.28,Teen
280,1.47,Teen
260,1.31,Teen
471,2.31,Adult
637,3.23,Adult
255,1.16,Teen
524,2.7,Adult
286,1.57,Teen
70,0.35,Child
517,2.53,Adult
498,2.61,Adult
604,2.97,Adult
279,1.36,Teen
526,2.58,Adult
124,0.69,Child
123,0.58,Child
70,0.4,Child
240,1.26,Teen
89,0.43,Child
112,0.51,Child
531,2.54,Adult
538,2.66,Adult
311,1.54,Teen
263,1.37,Teen
109,0.54,Child
91,0.44,Child
307,1.46,Teen
101,0.44,Child
637,3.13,Adult
608,3.03,Adult
252,1.14,Teen
495,2.41,Adult
81,0.41,Child
529,2.55,Adult
99,0.46,Child
624,3.19,Adult
76,0.38,Child
133,0.64,Child
507,2.61,Adult
313,1.58,Teen
313,1.59,Teen
632,3.27,Adult
271,1.27,Teen
122,0.63,Child
314,1.71,Teen
134,0.72,Child
88,0.41,Child
330,1.74,Teen
97,0.48,Child
520,2.66,Adult
109,0.47,Child
100,0.54,Child
253,1.38,Teen
111,0.48,Child
610,3.16,Adult
113,0.53,Child
585,3.06,Adult
474,2.32,Adult
309,1.41,Teen
315,1.56,Teen
614,3.18,Adult
326,1.75,Teen
551,2.71,Adult
551,2.73,Adult
78,0.42,Child
252,1.29,Teen
104,0.51,Child
561,2.93,Adult
536,2.77,Adult
595,3.12,Adult
477,2.33,Adult
544,2.73,Adult
241,1.24,Teen
494,2.35,Adult
619,2.96,Adult
125,0.67,Child
644,3.3,Adult
251,1.16,Teen
288,1.33,Teen
320,1.65,Teen
513,2.65,Adult
235,1.17,Teen
128,0.6,Child
247,1.26,Teen
310,1.59,Teen
477,2.36,Adult
647,3.13,Adult
133,0.7,Child
515,2.6,Adult
520,2.73,Adult
137,0.62,Child
456,2.27,Adult
504,2.42,Adult
108,0.61,Child
463,2.39,Adult
113,0.56,Child
91,0.46,Child
77,0.35,Child
571,2.82,Adult
287,1.44,Teen
450,2.34,Adult
75,0.35,Child
310,1.57,Teen
287,1.46,Teen
263,1.38,Teen
117,0.53,Child
112,0.57,Child
552,2.84,Adult
94,0.45,Child
284,1.39,Teen
302,1.42,Teen
581,3.02,Adult
245,1.27,Teen
77,0.43,Child
134,0.58,Child
133,0.69,Child
234,1.17,Teen
585,3.02,Adult
274,1.27,Teen
488,2.46,Adult
92,0.49,Child
615,3.16,Adult
545,2.62,Adult
94,0.44,Child
271,1.31,Teen
139,0.74,Child
249,1.26,Teen
623,3.23,Adult
609,3.0,Adult
645,3.29,Adult
518,2.57,Adult
105,0.5,Child
262,1.32,Teen
267,1.23,Teen
254,1.3,Teen
73,0.35,Child
509,2.51,Adult
273,1.43,Teen
269,1.41,Teen
101,0.58,Child
298,1.43,Teen
650,3.1,Adult
140,0.75,Child
481,2.38,Adult
478,2.46,Adult
282,1.39,Teen
132,0.58,Child
287,1.36,Teen
92,0.41,Child
305,1.38,Teen
80,0.42,Child
105,0.55,Child
480,2.34,Adult
634,3.02,Adult
287,1.35,Teen
129,0.74,Child
650,3.3,Adult
579,2.91,Adult
304,1.49,Teen
256,1.22,Teen
105,0.55,Child
606,3.03,Adult
262,1.19,Teen
245,1.24,Teen
602,2.96,Adult
284,1.29,Teen
136,0.64,Child
248,1.28,Teen
632,3.23,Adult
465,2.39,Adult
125,0.69,Child
307,1.44,Teen
277,1.25,Teen
507,2.42,Adult
79,0.43,Child
311,1.58,Teen
642,3.28,Adult
578,2.95,Adult
286,1.53,Teen
588,3.05,Adult
547,2.76,Adult
127,0.55,Child
265,1.43,Teen
96,0.46,Child
270,1.23,Teen
508,2.43,Adult
282,1.32,Teen
90,0.51,Child
127,0.55,Child
634,3.08,Adult
138,0.62,Child
100,0.51,Child
321,1.64,Teen
267,1.23,Teen
627,3.06,Adult
325,1.73,Teen
244,1.28,Teen
118,0.5,Child
246,1.29,Teen
99,0.52,Child
282,1.28,Teen
619,3.23,Adult
640,3.3,Adult
94,0.53,Child
477,2.31,Adult
325,1.74,Teen
79,0.42,Child
298,1.55,Teen
648,3.3,Adult
119,0.68,Child
243,1.3,Teen
138,0.61,Child
112,0.58,Child
136,0.7,Child
128,0.73,Child
625,3.0,Adult
263,1.37,Teen
623,3.24,Adult
112,0.5,Child
87,0.42,Child
93,0.4,Child
467,2.4,Adult
122,0.58,Child
268,1.47,Teen
499,2.58,Adult
642,3.3,Adult
645,3.1,Adult
91,0.4,Child
648,3.24,Adult
245,1.25,Teen
259,1.34,Teen
556,2.85,Adult
134,0.68,Child
273,1.42,Teen
503,2.41,Adult
90,0.47,Child
648,3.09,Adult
130,0.62,Child
239,1.11,Teen
113,0.5,Child
110,0.51,Child
318,1.6,Teen
123,0.66,Child
114,0.58,Child
532,2.71,Adult
241,1.3,Teen
86,0.37,Child
564,2.8,Adult
131,0.65,Child
129,0.7,Child
289,1.39,Teen
606,3.0,Adult
249,1.36,Teen
585,3.06,Adult
288,1.51,Teen
488,2.33,Adult
70,0.35,Child
96,0.43,Child
107,0.49,Child
274,1.4,Teen
286,1.52,Teen
318,1.55,Teen
126,0.56,Child
637,3.24,Adult
326,1.68,Teen
240,1.32,Teen
323,1.5,Teen
284,1.31,Teen
72,0.35,Child
78,0.35,Child
521,2.52,Adult
540,2.67,Adult
287,1.54,Teen
96,0.46,Child
135,0.61,Child
279,1.41,Teen
132,0.71,Child
134,0.69,Child
514,2.52,Adult
113,0.49,Child
526,2.58,Adult
246,1.15,Teen
560,2.77,Adult
627,3.21,Adult
601,2.88,Adult
488,2.44,Adult
282,1.51,Teen
256,1.21,Teen
597,3.06,Adult
292,1.33,Teen
563,2.76,Adult
111,0.61,Child
131,0.65,Child
648,3.16,Adult
246,1.13,Teen
451,2.2,Adult
137,0.75,Child
101,0.51,Child
512,2.54,Adult
255,1.21,Teen
535,2.78,Adult
632,3.26,Adult
313,1.59,Teen
648,3.26,Adult
70,0.37,Child
75,0.43,Child
304,1.59,Teen
545,2.79,Adult
648,3.3,Adult
307,1.59,Teen
99,0.48,Child
600,3.03,Adult
283,1.51,Teen
596,2.94,Adult
265,1.22,Teen
310,1.64,Teen
306,1.55,Teen
245,1.3,Teen
312,1.57,Teen
77,0.35,Child
307,1.66,Teen
483,2.48,Adult
234,1.28,Teen
485,2.4,Adult
78,0.42,Child
636,3.21,Adult
281,1.46,Teen
465,2.33,Adult
238,1.17,Teen
596,3.03,Adult
125,0.54,Child
99,0.5,Child
649,3.12,Adult
299,1.37,Teen
569,2.96,Adult
611,3.08,Adult
273,1.26,Teen
326,1.73,Teen
274,1.47,Teen
493,2.41,Adult
584,2.9,Adult
99,0.51,Child
